city,city_raw,condition_id,question,target_date,fetched_at,days_ahead,bin_temp_c,forecast_mu,forecast_sigma,forecast_prob,market_prob,market_prob_raw,edge,abs_edge,bet_side,our_prob,their_prob,liquidity,volume_24h,day_kl_div,n_bins,market_mode_c,forecast_mode_c,mode_shift_c
London,london,0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,Will the highest temperature in London be 15°C on March 20?,2026-03-20,2026-03-17 22:28:14.280447+00:00,2.06,15.0,14.1,1.6,0.3965,0.3749,0.245,0.0216,0.0216,Yes,0.3965,0.3749,889.3152,604.8837420000001,0.0779,5,15.0,14.1,-0.9
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-17 22:28:14.280447+00:00,2.06,16.0,14.1,1.6,0.2335,0.2984,0.195,-0.0649,0.0649,No,0.7665,0.7016,1259.0375,598.369981,0.0779,5,15.0,14.1,-0.9
London,london,0x459856bef5a1299c7810eed2aad646f2ea771713aab4aa6bf3e49a3fd1ac5e45,Will the highest temperature in London be 12°C on March 20?,2026-03-20,2026-03-17 22:28:14.280447+00:00,2.06,12.0,14.1,1.6,0.2007,0.0995,0.065,0.1013,0.1013,Yes,0.2007,0.0995,1246.119,483.5817440000001,0.0779,5,15.0,14.1,-0.9
London,london,0x484100a8287227e8b8c6accaac22744f68730160e8d0395516a3386f21dead9c,Will the highest temperature in London be 11°C on March 20?,2026-03-20,2026-03-17 22:28:14.280447+00:00,2.06,11.0,14.1,1.6,0.0751,0.049,0.032,0.0261,0.0261,Yes,0.0751,0.049,1524.21937,482.83949,0.0779,5,15.0,14.1,-0.9
London,london,0x48161d4bafbf43e7527b594a9318016b90115e261eb54822c599fd5578a0ecc6,Will the highest temperature in London be 17°C on March 20?,2026-03-20,2026-03-17 22:28:14.280447+00:00,2.06,17.0,14.1,1.6,0.0942,0.1783,0.1165,-0.0841,0.0841,No,0.9058,0.8217,856.1991,460.424879,0.0779,5,15.0,14.1,-0.9
London,london,0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,Will the highest temperature in London be 15°C on March 20?,2026-03-20,2026-03-17 23:10:24.292327+00:00,2.03,15.0,14.1,1.6,0.3965,0.4257,0.265,-0.0292,0.0292,No,0.6035,0.5743,827.7552,616.1237420000001,0.0777,5,15.0,14.1,-0.9
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-17 23:10:24.292327+00:00,2.03,16.0,14.1,1.6,0.2335,0.2892,0.18,-0.0556,0.0556,No,0.7665,0.7108,1141.5296,607.404544,0.0777,5,15.0,14.1,-0.9
London,london,0x484100a8287227e8b8c6accaac22744f68730160e8d0395516a3386f21dead9c,Will the highest temperature in London be 11°C on March 20?,2026-03-20,2026-03-17 23:10:24.292327+00:00,2.03,11.0,14.1,1.6,0.0751,0.0474,0.0295,0.0277,0.0277,Yes,0.0751,0.0474,1642.15029,514.30949,0.0777,5,15.0,14.1,-0.9
London,london,0x459856bef5a1299c7810eed2aad646f2ea771713aab4aa6bf3e49a3fd1ac5e45,Will the highest temperature in London be 12°C on March 20?,2026-03-20,2026-03-17 23:10:24.292327+00:00,2.03,12.0,14.1,1.6,0.2007,0.0884,0.055,0.1124,0.1124,Yes,0.2007,0.0884,1115.7337,491.3817440000001,0.0777,5,15.0,14.1,-0.9
London,london,0x48161d4bafbf43e7527b594a9318016b90115e261eb54822c599fd5578a0ecc6,Will the highest temperature in London be 17°C on March 20?,2026-03-20,2026-03-17 23:10:24.292327+00:00,2.03,17.0,14.1,1.6,0.0942,0.1494,0.093,-0.0552,0.0552,No,0.9058,0.8506,895.78229,469.26761,0.0777,5,15.0,14.1,-0.9
London,london,0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,Will the highest temperature in London be 15°C on March 20?,2026-03-20,2026-03-17 23:20:41.010961+00:00,2.03,15.0,14.1,1.6,0.3965,0.3846,0.26,0.0119,0.0119,Yes,0.3965,0.3846,869.7353,616.1237420000001,0.1093,5,15.0,14.1,-0.9
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-17 23:20:41.010961+00:00,2.03,16.0,14.1,1.6,0.2335,0.3107,0.21,-0.0771,0.0771,No,0.7665,0.6893,1067.7867,607.404544,0.1093,5,15.0,14.1,-0.9
London,london,0x484100a8287227e8b8c6accaac22744f68730160e8d0395516a3386f21dead9c,Will the highest temperature in London be 11°C on March 20?,2026-03-20,2026-03-17 23:20:41.010961+00:00,2.03,11.0,14.1,1.6,0.0751,0.0414,0.028,0.0336,0.0336,Yes,0.0751,0.0414,1656.36328,514.30949,0.1093,5,15.0,14.1,-0.9
London,london,0x459856bef5a1299c7810eed2aad646f2ea771713aab4aa6bf3e49a3fd1ac5e45,Will the highest temperature in London be 12°C on March 20?,2026-03-20,2026-03-17 23:20:41.010961+00:00,2.03,12.0,14.1,1.6,0.2007,0.0814,0.055,0.1194,0.1194,Yes,0.2007,0.0814,1341.4321,491.3817440000001,0.1093,5,15.0,14.1,-0.9
London,london,0x48161d4bafbf43e7527b594a9318016b90115e261eb54822c599fd5578a0ecc6,Will the highest temperature in London be 17°C on March 20?,2026-03-20,2026-03-17 23:20:41.010961+00:00,2.03,17.0,14.1,1.6,0.0942,0.182,0.123,-0.0878,0.0878,No,0.9058,0.818,846.69184,469.26761,0.1093,5,15.0,14.1,-0.9
London,london,0x8275cd63ad18328ca4a25420445fcaf3482ae376284a19a9a866a79edc0eb098,Will the highest temperature in London be 14°C on March 20?,2026-03-20,2026-03-18 08:07:51.793182+00:00,1.66,14.0,14.1,1.2,0.5232,0.625,0.25,-0.1018,0.1018,No,0.4768,0.375,1308.9511,640.949043,0.0339,3,14.0,14.1,0.1
London,london,0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,Will the highest temperature in London be 13°C on March 20?,2026-03-20,2026-03-18 08:07:51.793182+00:00,1.66,13.0,14.1,1.2,0.3531,0.2375,0.095,0.1156,0.1156,Yes,0.3531,0.2375,1715.1824,643.1455679999999,0.0339,3,14.0,14.1,0.1
London,london,0x459856bef5a1299c7810eed2aad646f2ea771713aab4aa6bf3e49a3fd1ac5e45,Will the highest temperature in London be 12°C on March 20?,2026-03-20,2026-03-18 08:07:51.793182+00:00,1.66,12.0,14.1,1.2,0.1236,0.1375,0.055,-0.0139,0.0139,No,0.8764,0.8625,1937.078,554.704208,0.0339,3,14.0,14.1,0.1
London,london,0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,Will the highest temperature in London be 13°C on March 20?,2026-03-20,2026-03-19 18:02:16.066699+00:00,0.25,13.0,15.2,0.8,0.0516,0.6849,0.125,-0.6333,0.6333,No,0.9484,0.3151,1316.326,6304.0340300000025,0.9712,4,13.0,15.2,2.2
London,london,0x2ec56fb16ec5705bfc87500515f4b4026c9043cc8b437e4b3a7426f49bd6826e,Will the highest temperature in London be 10°C on March 20?,2026-03-20,2026-03-19 18:02:16.066699+00:00,0.25,10.0,15.2,0.8,0.0,0.0164,0.003,-0.0164,0.0164,No,1.0,0.9836,3291.96965,5919.111495,0.9712,4,13.0,15.2,2.2
London,london,0x85a5b1564118fe6bb1bd616433a2730a409871754554c1a666e0db02a5c25697,Will the highest temperature in London be 9°C on March 20?,2026-03-20,2026-03-19 18:02:16.066699+00:00,0.25,9.0,15.2,0.8,0.0,0.0027,0.0005,-0.0027,0.0027,No,1.0,0.9973,9137.87705,4906.814041,0.9712,4,13.0,15.2,2.2
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-19 18:02:16.066699+00:00,0.25,16.0,15.2,0.8,0.9484,0.2959,0.054,0.6525,0.6525,Yes,0.9484,0.2959,1229.97186,4835.203302,0.9712,4,13.0,15.2,2.2
London,london,0x2ec56fb16ec5705bfc87500515f4b4026c9043cc8b437e4b3a7426f49bd6826e,Will the highest temperature in London be 10°C on March 20?,2026-03-20,2026-03-20 06:02:03.074735+00:00,-0.25,10.0,15.4,0.8,0.0,0.0018,0.0015,-0.0018,0.0018,No,1.0,0.9982,4292.00306,7373.309037999999,0.2166,3,14.0,15.4,1.4
London,london,0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,Will the highest temperature in London be 15°C on March 20?,2026-03-20,2026-03-20 06:02:03.074735+00:00,-0.25,15.0,15.4,0.8,0.7754,0.4537,0.375,0.3216,0.3216,Yes,0.7754,0.4537,956.0755,6570.1407960000015,0.2166,3,14.0,15.4,1.4
London,london,0x8275cd63ad18328ca4a25420445fcaf3482ae376284a19a9a866a79edc0eb098,Will the highest temperature in London be 14°C on March 20?,2026-03-20,2026-03-20 06:02:03.074735+00:00,-0.25,14.0,15.4,0.8,0.2246,0.5445,0.45,-0.3198,0.3198,No,0.7754,0.4555,808.4452,7049.310672,0.2166,3,14.0,15.4,1.4
London,london,0x85508cc93239c9152cf3347b8c56096296a69e62066b02db825f8402b4ec839c,Will the highest temperature in London be 9°C on March 21?,2026-03-21,2026-03-18 08:07:51.793255+00:00,2.66,9.0,13.8,1.6,0.0309,0.1076,0.0205,-0.0767,0.0767,No,0.9691,0.8924,1987.14349,925.316057,0.0413,2,16.0,13.8,-2.2
London,london,0x6d1f9e37369ee78988bf40e03375ba33bf151ebc65fb3af66c6056b895b3d21a,Will the highest temperature in London be 16°C on March 21?,2026-03-21,2026-03-18 08:07:51.793255+00:00,2.66,16.0,13.8,1.6,0.9691,0.8924,0.17,0.0767,0.0767,Yes,0.9691,0.8924,1240.6928,715.321334,0.0413,2,16.0,13.8,-2.2
London,london,0xac028d3beb92b9bcc752e9ec33ef73cf18bd690d80764a93a5514a79bfa2aa02,Will the highest temperature in London be 11°C on March 21?,2026-03-21,2026-03-18 18:02:05.763612+00:00,2.25,11.0,13.8,1.6,0.0938,0.032,0.021,0.0618,0.0618,Yes,0.0938,0.032,1012.65796,601.176752,0.0423,5,13.0,13.8,0.8
London,london,0x6d1f9e37369ee78988bf40e03375ba33bf151ebc65fb3af66c6056b895b3d21a,Will the highest temperature in London be 16°C on March 21?,2026-03-21,2026-03-18 18:02:05.763612+00:00,2.25,16.0,13.8,1.6,0.1655,0.1753,0.115,-0.0098,0.0098,No,0.8345,0.8247,1031.5987,554.192435,0.0423,5,13.0,13.8,0.8
London,london,0x5deb52e6bc612104eb16c1567c7fc07499c37c420a51ee66c7df788d1bb3e15c,Will the highest temperature in London be 17°C on March 21?,2026-03-21,2026-03-18 18:02:05.763612+00:00,2.25,17.0,13.8,1.6,0.0596,0.0534,0.035,0.0062,0.0062,Yes,0.0596,0.0534,1269.23694,435.1303229999999,0.0423,5,13.0,13.8,0.8
London,london,0xce755d14e0723ed7b4d1379f658d5655721a3d09e19b5c8ea6cd845792991290,Will the highest temperature in London be 13°C on March 21?,2026-03-21,2026-03-18 18:02:05.763612+00:00,2.25,13.0,13.8,1.6,0.3662,0.3887,0.255,-0.0225,0.0225,No,0.6338,0.6113,1041.9323,444.725976,0.0423,5,13.0,13.8,0.8
London,london,0xc30c28125efab561634335757946b504f1ab6d889e01d766f976309b74ba9931,Will the highest temperature in London be 15°C on March 21?,2026-03-21,2026-03-18 18:02:05.763612+00:00,2.25,15.0,13.8,1.6,0.3148,0.3506,0.23,-0.0358,0.0358,No,0.6852,0.6494,860.8264,429.362196,0.0423,5,13.0,13.8,0.8
London,london,0xac028d3beb92b9bcc752e9ec33ef73cf18bd690d80764a93a5514a79bfa2aa02,Will the highest temperature in London be 11°C on March 21?,2026-03-21,2026-03-18 18:15:37.104156+00:00,2.24,11.0,13.7,1.6,0.1056,0.0321,0.021,0.0735,0.0735,Yes,0.1056,0.0321,1030.87496,601.176752,0.0581,5,13.0,13.7,0.7
London,london,0x6d1f9e37369ee78988bf40e03375ba33bf151ebc65fb3af66c6056b895b3d21a,Will the highest temperature in London be 16°C on March 21?,2026-03-21,2026-03-18 18:15:37.104156+00:00,2.24,16.0,13.7,1.6,0.1542,0.1757,0.115,-0.0215,0.0215,No,0.8458,0.8243,1010.5922,554.192435,0.0581,5,13.0,13.7,0.7
London,london,0x5deb52e6bc612104eb16c1567c7fc07499c37c420a51ee66c7df788d1bb3e15c,Will the highest temperature in London be 17°C on March 21?,2026-03-21,2026-03-18 18:15:37.104156+00:00,2.24,17.0,13.7,1.6,0.0535,0.0512,0.0335,0.0023,0.0023,Yes,0.0535,0.0512,1090.80727,435.1303229999999,0.0581,5,13.0,13.7,0.7
London,london,0xce755d14e0723ed7b4d1379f658d5655721a3d09e19b5c8ea6cd845792991290,Will the highest temperature in London be 13°C on March 21?,2026-03-21,2026-03-18 18:15:37.104156+00:00,2.24,13.0,13.7,1.6,0.3821,0.382,0.25,0.0002,0.0002,Yes,0.3821,0.382,1094.0433,444.725976,0.0581,5,13.0,13.7,0.7
London,london,0xc30c28125efab561634335757946b504f1ab6d889e01d766f976309b74ba9931,Will the highest temperature in London be 15°C on March 21?,2026-03-21,2026-03-18 18:15:37.104156+00:00,2.24,15.0,13.7,1.6,0.3046,0.3591,0.235,-0.0545,0.0545,No,0.6954,0.6409,987.0415,429.362196,0.0581,5,13.0,13.7,0.7
London,london,0x86415a83739be30416482caef3635c6de943f64cf80d8f38c510c7f1c16016dd,Will the highest temperature in London be 12°C on March 21?,2026-03-21,2026-03-19 07:19:07.089888+00:00,1.7,12.0,13.7,1.2,0.1977,0.1486,0.095,0.0491,0.0491,Yes,0.1977,0.1486,1627.8932,423.639087,0.0295,4,14.0,13.7,-0.3
London,london,0xc30c28125efab561634335757946b504f1ab6d889e01d766f976309b74ba9931,Will the highest temperature in London be 15°C on March 21?,2026-03-21,2026-03-19 07:19:07.089888+00:00,1.7,15.0,13.7,1.2,0.293,0.3518,0.225,-0.0588,0.0588,No,0.707,0.6482,1247.0264,359.123667,0.0295,4,14.0,13.7,-0.3
London,london,0x5deb52e6bc612104eb16c1567c7fc07499c37c420a51ee66c7df788d1bb3e15c,Will the highest temperature in London be 17°C on March 21?,2026-03-21,2026-03-19 07:19:07.089888+00:00,1.7,17.0,13.7,1.2,0.0143,0.0461,0.0295,-0.0319,0.0319,No,0.9857,0.9539,1533.38881,279.395981,0.0295,4,14.0,13.7,-0.3
London,london,0xbd711428f90f740c45c94aa59b5d44bc648166a57c2adf2c18b8c53e1cfaffc0,Will the highest temperature in London be 14°C on March 21?,2026-03-21,2026-03-19 07:19:07.089888+00:00,1.7,14.0,13.7,1.2,0.495,0.4535,0.29,0.0415,0.0415,Yes,0.495,0.4535,1174.4722,353.192588,0.0295,4,14.0,13.7,-0.3
London,london,0xac028d3beb92b9bcc752e9ec33ef73cf18bd690d80764a93a5514a79bfa2aa02,Will the highest temperature in London be 11°C on March 21?,2026-03-21,2026-03-21 06:02:02.529183+00:00,-0.25,11.0,12.9,0.8,0.0531,0.0219,0.017,0.0312,0.0312,Yes,0.0531,0.0219,2898.31072,7824.504061,0.0176,5,13.0,12.9,-0.1
London,london,0xc30c28125efab561634335757946b504f1ab6d889e01d766f976309b74ba9931,Will the highest temperature in London be 15°C on March 21?,2026-03-21,2026-03-21 06:02:02.529183+00:00,-0.25,15.0,12.9,0.8,0.0304,0.0251,0.0195,0.0053,0.0053,Yes,0.0304,0.0251,1023.86358,6198.785810000002,0.0176,5,13.0,12.9,-0.1
London,london,0xce755d14e0723ed7b4d1379f658d5655721a3d09e19b5c8ea6cd845792991290,Will the highest temperature in London be 13°C on March 21?,2026-03-21,2026-03-21 06:02:02.529183+00:00,-0.25,13.0,12.9,0.8,0.6371,0.6628,0.515,-0.0257,0.0257,No,0.3629,0.3372,606.3327,6171.469725999999,0.0176,5,13.0,12.9,-0.1
London,london,0x85508cc93239c9152cf3347b8c56096296a69e62066b02db825f8402b4ec839c,Will the highest temperature in London be 9°C on March 21?,2026-03-21,2026-03-21 06:02:02.529183+00:00,-0.25,9.0,12.9,0.8,0.0,0.0006,0.0005,-0.0006,0.0006,No,1.0,0.9994,6363.52671,3343.9790000000003,0.0176,5,13.0,12.9,-0.1
London,london,0xbd711428f90f740c45c94aa59b5d44bc648166a57c2adf2c18b8c53e1cfaffc0,Will the highest temperature in London be 14°C on March 21?,2026-03-21,2026-03-21 06:02:02.529183+00:00,-0.25,14.0,12.9,0.8,0.2794,0.2896,0.225,-0.0101,0.0101,No,0.7206,0.7104,788.0776,5429.854798000001,0.0176,5,13.0,12.9,-0.1
London,london,0x9793d9a0812dfb13c156d9f85c6fc9fe00a1e718e156757fa265d35f7502fd85,Will the highest temperature in London be 11°C on March 22?,2026-03-22,2026-03-19 07:19:07.089868+00:00,2.7,11.0,13.0,1.6,0.3173,0.1613,0.0125,0.156,0.156,Yes,0.3173,0.1613,1782.70606,999.469735,0.0793,3,12.0,13.0,1.0
London,london,0x0c63b690167cbde02ac2ffdb2f89700035fb234814c2dd8a56f55ce6342cee5e,Will the highest temperature in London be 10°C on March 22?,2026-03-22,2026-03-19 07:19:07.089868+00:00,2.7,10.0,13.0,1.6,0.1232,0.1935,0.015,-0.0703,0.0703,No,0.8768,0.8065,1682.51164,902.47717,0.0793,3,12.0,13.0,1.0
London,london,0x58623aabeb345e4e988c5da194fb0e02e1b1609709fd444556150e4d708cd927,Will the highest temperature in London be 12°C on March 22?,2026-03-22,2026-03-19 07:19:07.089868+00:00,2.7,12.0,13.0,1.6,0.5595,0.6452,0.05,-0.0857,0.0857,No,0.4405,0.3548,1934.2607,897.2176100000001,0.0793,3,12.0,13.0,1.0
London,london,0x18834c5270d05a017adedc2d1d54c7d6d020d2acc780539f71636ea4d9645428,Will the highest temperature in London be 14°C on March 22?,2026-03-22,2026-03-21 12:02:04.116668+00:00,0.5,14.0,13.0,0.8,0.3213,0.3758,0.295,-0.0544,0.0544,No,0.6787,0.6242,2397.3578,2823.4731850000003,0.0459,3,13.0,13.0,0.0
London,london,0xb2ab38c920d31f40ef64503b3e320b8b2c1acdd472ef96ad3e72bc0a78de3d0b,Will the highest temperature in London be 15°C on March 22?,2026-03-22,2026-03-21 12:02:04.116668+00:00,0.5,15.0,13.0,0.8,0.0402,0.1083,0.085,-0.068,0.068,No,0.9598,0.8917,2493.0077,3767.261901,0.0459,3,13.0,13.0,0.0
London,london,0xa3ad99ec37982ad5ba140618ed98dca878f1168c858d85e4b6aa574fd018bc91,Will the highest temperature in London be 13°C on March 22?,2026-03-22,2026-03-21 12:02:04.116668+00:00,0.5,13.0,13.0,0.8,0.6384,0.5159,0.405,0.1225,0.1225,Yes,0.6384,0.5159,2136.1343,2442.82787,0.0459,3,13.0,13.0,0.0
London,london,0xb2ab38c920d31f40ef64503b3e320b8b2c1acdd472ef96ad3e72bc0a78de3d0b,Will the highest temperature in London be 15°C on March 22?,2026-03-22,2026-03-21 18:02:06.116606+00:00,0.25,15.0,13.0,0.8,0.1109,0.1235,0.0255,-0.0125,0.0125,No,0.8891,0.8765,2776.05797,5653.381348000002,0.0269,3,12.0,13.0,1.0
London,london,0x58623aabeb345e4e988c5da194fb0e02e1b1609709fd444556150e4d708cd927,Will the highest temperature in London be 12°C on March 22?,2026-03-22,2026-03-21 18:02:06.116606+00:00,0.25,12.0,13.0,0.8,0.8857,0.8402,0.1735,0.0455,0.0455,Yes,0.8857,0.8402,913.25963,3885.810739999999,0.0269,3,12.0,13.0,1.0
London,london,0xb807ebced58c8a1fe4920105cc3471136c21d28ca92643d1d16940bc636521af,Will the highest temperature in London be 16°C on March 22?,2026-03-22,2026-03-21 18:02:06.116606+00:00,0.25,16.0,13.0,0.8,0.0033,0.0363,0.0075,-0.033,0.033,No,0.9967,0.9637,2137.37082,3569.657709,0.0269,3,12.0,13.0,1.0
London,london,0x624c052040242fa1c2a9e21a3c0d0ed97ad210619381de42c21cf4b4e34a8dd4,Will the highest temperature in London be 16°C on March 23?,2026-03-23,2026-03-21 06:02:02.529303+00:00,1.75,16.0,14.4,1.2,0.234,0.1744,0.094,0.0596,0.0596,Yes,0.234,0.1744,1104.44703,415.164632,0.125,3,13.0,14.4,1.4
London,london,0xef8436832e2e9beee6be2d363f201048b59f5777de734960aaa8f7d3f65303f0,Will the highest temperature in London be 15°C on March 23?,2026-03-23,2026-03-21 06:02:02.529303+00:00,1.75,15.0,14.4,1.2,0.4812,0.2968,0.16,0.1844,0.1844,Yes,0.4812,0.2968,1612.7127,373.65711099999993,0.125,3,13.0,14.4,1.4
London,london,0x6e5e5cca4f4f55d2554baa134176745287d3c95a3a861ad8ff763d5d4c19346b,Will the highest temperature in London be 13°C on March 23?,2026-03-23,2026-03-21 06:02:02.529303+00:00,1.75,13.0,14.4,1.2,0.2848,0.5288,0.285,-0.2439,0.2439,No,0.7152,0.4712,903.831,454.187139,0.125,3,13.0,14.4,1.4
London,london,0xef8436832e2e9beee6be2d363f201048b59f5777de734960aaa8f7d3f65303f0,Will the highest temperature in London be 15°C on March 23?,2026-03-23,2026-03-21 12:02:04.116602+00:00,1.5,15.0,13.0,1.2,0.1319,0.2,0.175,-0.0681,0.0681,No,0.8681,0.8,1217.0699,429.9453410000001,0.1201,4,14.0,13.0,-1.0
London,london,0x624c052040242fa1c2a9e21a3c0d0ed97ad210619381de42c21cf4b4e34a8dd4,Will the highest temperature in London be 16°C on March 23?,2026-03-23,2026-03-21 12:02:04.116602+00:00,1.5,16.0,13.0,1.2,0.0255,0.0857,0.075,-0.0602,0.0602,No,0.9745,0.9143,1184.24744,147.102178,0.1201,4,14.0,13.0,-1.0
London,london,0x6e5e5cca4f4f55d2554baa134176745287d3c95a3a861ad8ff763d5d4c19346b,Will the highest temperature in London be 13°C on March 23?,2026-03-23,2026-03-21 12:02:04.116602+00:00,1.5,13.0,13.0,1.2,0.4897,0.2743,0.24,0.2154,0.2154,Yes,0.4897,0.2743,1205.0087,423.177079,0.1201,4,14.0,13.0,-1.0
London,london,0x7f0e782e2f60487fc53495a769f4559de745b5175113b8ffd197d038d170167e,Will the highest temperature in London be 14°C on March 23?,2026-03-23,2026-03-21 12:02:04.116602+00:00,1.5,14.0,13.0,1.2,0.3529,0.44,0.385,-0.0871,0.0871,No,0.6471,0.56,690.7764,340.721711,0.1201,4,14.0,13.0,-1.0
London,london,0x887290b86db907bf71381a877a560ceffb5c6af1511ad2a99e13aa4af136156e,Will the highest temperature in London be 17°C on March 24?,2026-03-24,2026-03-20 18:02:04.119990+00:00,3.25,17.0,15.3,2.0,0.3125,0.2567,0.135,0.0559,0.0559,Yes,0.3125,0.2567,680.1486,96.852803,0.0124,4,15.0,15.3,0.3
London,london,0xf6a0cfe4bd8d2b3cf3b476ad5efaf7599e3d3379001ab25b2cbb43ae06354f7a,Will the highest temperature in London be 15°C on March 24?,2026-03-24,2026-03-20 18:02:04.119990+00:00,3.25,15.0,15.3,2.0,0.4403,0.4563,0.24,-0.016,0.016,No,0.5597,0.5437,722.5585,95.98334,0.0124,4,15.0,15.3,0.3
London,london,0xbd6fa21a3a72e9e9f7eeac5eb823b93000eabfcb94948eba461a948e22b363de,Will the highest temperature in London be 10°C on March 24?,2026-03-24,2026-03-20 18:02:04.119990+00:00,3.25,10.0,15.3,2.0,0.0143,0.0304,0.016,-0.0161,0.0161,No,0.9857,0.9696,1300.24441,710.1915139999999,0.0124,4,15.0,15.3,0.3
London,london,0x39151c09788af7905b3278c567b0c5c942f3e4d4b54e7dc312e52cc066d3426b,Will the highest temperature in London be 13°C on March 24?,2026-03-24,2026-03-20 18:02:04.119990+00:00,3.25,13.0,15.3,2.0,0.2329,0.2567,0.135,-0.0237,0.0237,No,0.7671,0.7433,583.9476,68.60000000000001,0.0124,4,15.0,15.3,0.3
London,london,0xc0bb95fcf7fe52be303254e47fd8065cedb1530e9629fc8021f5ce0ca3dd8a0f,Will the highest temperature in London be 14°C on March 24?,2026-03-24,2026-03-22 06:02:05.981428+00:00,1.75,14.0,13.8,1.2,0.5987,0.3717,0.26,0.227,0.227,Yes,0.5987,0.3717,1005.7219,647.936091,0.1455,4,15.0,13.8,-1.2
London,london,0xf6a0cfe4bd8d2b3cf3b476ad5efaf7599e3d3379001ab25b2cbb43ae06354f7a,Will the highest temperature in London be 15°C on March 24?,2026-03-24,2026-03-22 06:02:05.981428+00:00,1.75,15.0,13.8,1.2,0.3784,0.4932,0.345,-0.1148,0.1148,No,0.6216,0.5068,931.1334,522.92219,0.1455,4,15.0,13.8,-1.2
London,london,0xb8970ae69a0ea9bd633d8b269d34551b4cd37c4a62ba309e6ed4b29cc1887e69,Will the highest temperature in London be 18°C on March 24?,2026-03-24,2026-03-22 06:02:05.981428+00:00,1.75,18.0,13.8,1.2,0.0018,0.025,0.0175,-0.0232,0.0232,No,0.9982,0.975,1378.25235,522.1761589999999,0.1455,4,15.0,13.8,-1.2
London,london,0x887290b86db907bf71381a877a560ceffb5c6af1511ad2a99e13aa4af136156e,Will the highest temperature in London be 17°C on March 24?,2026-03-24,2026-03-22 06:02:05.981428+00:00,1.75,17.0,13.8,1.2,0.021,0.1101,0.077,-0.089,0.089,No,0.979,0.8899,1329.68904,468.484643,0.1455,4,15.0,13.8,-1.2
London,london,0xf6a0cfe4bd8d2b3cf3b476ad5efaf7599e3d3379001ab25b2cbb43ae06354f7a,Will the highest temperature in London be 15°C on March 24?,2026-03-24,2026-03-22 12:02:06.707733+00:00,1.5,15.0,14.0,1.2,0.5264,0.5945,0.365,-0.068,0.068,No,0.4736,0.4055,891.2833,712.5964960000001,0.1522,6,15.0,14.0,-1.0
London,london,0xb8970ae69a0ea9bd633d8b269d34551b4cd37c4a62ba309e6ed4b29cc1887e69,Will the highest temperature in London be 18°C on March 24?,2026-03-24,2026-03-22 12:02:06.707733+00:00,1.5,18.0,14.0,1.2,0.0038,0.0415,0.0255,-0.0377,0.0377,No,0.9962,0.9585,1556.61459,510.945359,0.1522,6,15.0,14.0,-1.0
London,london,0x8790694c138ee5e3b0e0a8986dc8fd6300254467fa59d54e72e3ed5eabaaf823,Will the highest temperature in London be 16°C on March 24?,2026-03-24,2026-03-22 12:02:06.707733+00:00,1.5,16.0,14.0,1.2,0.1968,0.2199,0.135,-0.0231,0.0231,No,0.8032,0.7801,1458.195,598.3171649999999,0.1522,6,15.0,14.0,-1.0
London,london,0x887290b86db907bf71381a877a560ceffb5c6af1511ad2a99e13aa4af136156e,Will the highest temperature in London be 17°C on March 24?,2026-03-24,2026-03-22 12:02:06.707733+00:00,1.5,17.0,14.0,1.2,0.0381,0.0464,0.0285,-0.0083,0.0083,No,0.9619,0.9536,1428.50327,538.055993,0.1522,6,15.0,14.0,-1.0
London,london,0x07683d91ff8fa1ff2dc6ee7f6802f6d80acac21dfc35a7a34ab3b4c2ac01b4e2,Will the highest temperature in London be 11°C on March 24?,2026-03-24,2026-03-22 12:02:06.707733+00:00,1.5,11.0,14.0,1.2,0.0381,0.0456,0.028,-0.0075,0.0075,No,0.9619,0.9544,1443.08288,535.459425,0.1522,6,15.0,14.0,-1.0
London,london,0x09955db89cab5567cac573d2552f598a7c44b1716d081115f04b30f224c496b7,Will the highest temperature in London be 12°C on March 24?,2026-03-24,2026-03-22 12:02:06.707733+00:00,1.5,12.0,14.0,1.2,0.1968,0.0521,0.032,0.1447,0.1447,Yes,0.1968,0.0521,1474.86882,498.447943,0.1522,6,15.0,14.0,-1.0
